Orthogroup	Mbovis	Mavium
OG0001618	ALV12714.1	AAS02499.1
OG0001619	ALV12715.1	AAS02498.1
OG0001620	ALV12716.1	AAS02497.1
OG0001621	ALV12720.1	AAS02490.1
OG0001622	ALV12721.1	AAS02489.1
OG0001623	ALV12745.1	AAS05559.1, AAS06874.1
OG0001624	ALV12751.1	AAS06882.1
OG0001625	ALV12752.1	AAS06884.1
OG0001626	ALV13247.1	AAS06885.1
OG0001627	ALV12753.1	AAS06886.1
OG0001628	ALV12756.1	AAS06889.1
OG0001629	ALV12758.1	AAS06891.1
OG0001630	ALV12759.1	AAS06892.1
OG0001631	ALV12760.1	AAS06893.1
OG0001632	ALV12761.1	AAS06894.1
OG0001633	ALV12762.1	AAS06895.1
OG0001634	ALV12763.1	AAS06896.1
OG0001635	ALV12764.1	AAS06897.1
OG0001637	ALV10006.1	AAS02934.1, AAS02415.1, AAS06094.1
OG0001649	ALV13022.1	AAS04242.1
OG0001650	ALV12238.1, ALV12221.1, ALV12255.1	AAS05974.1
OG0001652	ALV11143.1	AAS06877.1, AAS06878.1
OG0001653	ALV09288.1	AAS02327.1
OG0001655	ALV09291.1	AAS02331.1
OG0001656	ALV09301.1	AAS02350.1
OG0001657	ALV09302.1	AAS02352.1
OG0001658	ALV09304.1	AAS02354.1
OG0001659	ALV12768.1	AAS02355.1
OG0001660	ALV09305.1	AAS02356.1
OG0001661	ALV09306.1	AAS02357.1
OG0001662	ALV09307.1	AAS02358.1
OG0001663	ALV09308.1	AAS02359.1
OG0001664	ALV12769.1	AAS02360.1
OG0001665	ALV09314.1	AAS02361.1
OG0001666	ALV09315.1	AAS02363.1
OG0001667	ALV09319.1	AAS02370.1
OG0001668	ALV09321.1	AAS02372.1
OG0001669	ALV09324.1	AAS02379.1
OG0001670	ALV09328.1	AAS02383.1
OG0001671	ALV09338.1	AAS02597.1
OG0001672	ALV09339.1	AAS02398.1
OG0001674	ALV09353.1	AAS06866.1
OG0001675	ALV12772.1	AAS06842.1
OG0001683	ALV09381.1	AAS06049.1
OG0001684	ALV09385.1	AAS03253.1
OG0001685	ALV12780.1	AAS06073.1
OG0001686	ALV09389.1	AAS06075.1
OG0001687	ALV09390.1	AAS06076.1
OG0001688	ALV09395.1	AAS06078.1
OG0001689	ALV09396.1	AAS06079.1
OG0001690	ALV09397.1	AAS06080.1
OG0001691	ALV09399.1	AAS06088.1
OG0001692	ALV09401.1	AAS06091.1
OG0001693	ALV09402.1	AAS06092.1
OG0001694	ALV09403.1	AAS06102.1
OG0001695	ALV09407.1	AAS06106.1
OG0001696	ALV09409.1	AAS06108.1
OG0001697	ALV12782.1	AAS06109.1
OG0001698	ALV12783.1	AAS06240.1
OG0001699	ALV09410.1	AAS06112.1
OG0001700	ALV09411.1	AAS06113.1
OG0001701	ALV09416.1	AAS06118.1
OG0001702	ALV09417.1	AAS06120.1
OG0001703	ALV09422.1	AAS06125.1
OG0001704	ALV12789.1	AAS06146.1
OG0001705	ALV09425.1	AAS06147.1
OG0001706	ALV09440.1	AAS06165.1
OG0001707	ALV12791.1	AAS06171.1
OG0001708	ALV09448.1	AAS06177.1
OG0001709	ALV09449.1	AAS06180.1
OG0001710	ALV09452.1	AAS06183.1
OG0001711	ALV09453.1	AAS06184.1
OG0001715	ALV09462.1	AAS06190.1
OG0001716	ALV09466.1	AAS06194.1
OG0001717	ALV09467.1	AAS06195.1
OG0001718	ALV09476.1	AAS06206.1
OG0001719	ALV09487.1	AAS06218.1
OG0001720	ALV09488.1	AAS06219.1
OG0001721	ALV09489.1	AAS06221.1
OG0001722	ALV09490.1	AAS06222.1
OG0001723	ALV09492.1	AAS06235.1
OG0001725	ALV09505.1	AAS06247.1
OG0001726	ALV09506.1	AAS06248.1
OG0001727	ALV09507.1	AAS06249.1
OG0001728	ALV09509.1	AAS06251.1
OG0001729	ALV12796.1	AAS06252.1
OG0001730	ALV09510.1	AAS06253.1
OG0001731	ALV09511.1	AAS04264.1
OG0001732	ALV09512.1	AAS05250.1
OG0001733	ALV09515.1	AAS06254.1
OG0001734	ALV09516.1	AAS06255.1
OG0001735	ALV09517.1	AAS06256.1
OG0001737	ALV09522.1	AAS06260.1
OG0001738	ALV09526.1	AAS06263.1
OG0001739	ALV09531.1	AAS06269.1
OG0001740	ALV09532.1	AAS06273.1
OG0001741	ALV09533.1	AAS06274.1
OG0001742	ALV12797.1	AAS06339.1
OG0001743	ALV09552.1	AAS06340.1
OG0001744	ALV09553.1	AAS04435.1
OG0001745	ALV12798.1	AAS06341.1
OG0001746	ALV09563.1	AAS06342.1
OG0001747	ALV09564.1	AAS06344.1
OG0001748	ALV09569.1	AAS06350.1
OG0001750	ALV12799.1	AAS06352.1
OG0001751	ALV12800.1	AAS04445.1
OG0001752	ALV09586.1	AAS06376.1
OG0001753	ALV12801.1	AAS06377.1
OG0001754	ALV09595.1	AAS06387.1
OG0001755	ALV09609.1	AAS06416.1
OG0001757	ALV09615.1	AAS06410.1
OG0001758	ALV09616.1	AAS04093.1
OG0001759	ALV09617.1	AAS04094.1
OG0001760	ALV09626.1	AAS02402.1
OG0001761	ALV09629.1	AAS06408.1
OG0001762	ALV12806.1	AAS06401.1
OG0001763	ALV09635.1	AAS06421.1
OG0001764	ALV09644.1	AAS06425.1
OG0001765	ALV09646.1	AAS06428.1
OG0001766	ALV09654.1	AAS06435.1
OG0001767	ALV09655.1	AAS06436.1
OG0001768	ALV09658.1	AAS06445.1
OG0001769	ALV09659.1	AAS06446.1
OG0001770	ALV09665.1	AAS06458.1
OG0001771	ALV09666.1	AAS02435.1
OG0001772	ALV09667.1	AAS06461.1
OG0001773	ALV09670.1	AAS06464.1
OG0001774	ALV12808.1	AAS06466.1
OG0001775	ALV09673.1	AAS06467.1
OG0001776	ALV09679.1	AAS06473.1
OG0001777	ALV09683.1	AAS06482.1
OG0001778	ALV09686.1	AAS06488.1
OG0001779	ALV09687.1	AAS06492.1
OG0001780	ALV09696.1	AAS06495.1
OG0001781	ALV09700.1	AAS06499.1
OG0001782	ALV09702.1	AAS06501.1
OG0001783	ALV09703.1	AAS06502.1
OG0001784	ALV09704.1	AAS06503.1
OG0001785	ALV12812.1	AAS06504.1
OG0001786	ALV09705.1	AAS06505.1
OG0001787	ALV09711.1	AAS06511.1
OG0001788	ALV12814.1	AAS06516.1
OG0001789	ALV09717.1	AAS06517.1
OG0001790	ALV09725.1	AAS06527.1
OG0001791	ALV09726.1	AAS06528.1
OG0001792	ALV09729.1	AAS03702.1
OG0001793	ALV09731.1	AAS06535.1
OG0001794	ALV09736.1	AAS06540.1
OG0001796	ALV09746.1	AAS06551.1
OG0001797	ALV09749.1	AAS06556.1
OG0001798	ALV09751.1	AAS06557.1
OG0001799	ALV09752.1	AAS06558.1
OG0001800	ALV09753.1	AAS06559.1
OG0001801	ALV09757.1	AAS06564.1
OG0001802	ALV12826.1	AAS06568.1
OG0001803	ALV09766.1	AAS06578.1
OG0001804	ALV09768.1	AAS06580.1
OG0001805	ALV09769.1	AAS06582.1
OG0001806	ALV09770.1	AAS06583.1
OG0001807	ALV09771.1	AAS06584.1
OG0001808	ALV09772.1	AAS06585.1
OG0001809	ALV09773.1	AAS06586.1
OG0001810	ALV09774.1	AAS06587.1
OG0001811	ALV09784.1	AAS06598.1
OG0001812	ALV09785.1	AAS06599.1
OG0001813	ALV09789.1	AAS06604.1
OG0001814	ALV09792.1	AAS02442.1
OG0001815	ALV12830.1	AAS06611.1
OG0001816	ALV09796.1	AAS06612.1
OG0001817	ALV09797.1	AAS06613.1
OG0001818	ALV09808.1	AAS06623.1
OG0001819	ALV09811.1	AAS06625.1
OG0001820	ALV09812.1	AAS06626.1
OG0001821	ALV09814.1	AAS06631.1
OG0001822	ALV09828.1	AAS03419.1
OG0001823	ALV09839.1	AAS06363.1
OG0001824	ALV12838.1	AAS06621.1
OG0001825	ALV09845.1	AAS06622.1
OG0001826	ALV09850.1	AAS06640.1
OG0001827	ALV09851.1	AAS04345.1
OG0001828	ALV09852.1	AAS04344.1
OG0001829	ALV09854.1	AAS06641.1
OG0001830	ALV09855.1	AAS06644.1
OG0001831	ALV09856.1	AAS06652.1
OG0001832	ALV12840.1	AAS06653.1
OG0001833	ALV09873.1	AAS06671.1
OG0001834	ALV12841.1	AAS06672.1
OG0001835	ALV09874.1	AAS06673.1
OG0001836	ALV09877.1	AAS06677.1
OG0001837	ALV09896.1	AAS06838.1
OG0001838	ALV09897.1	AAS06683.1
OG0001839	ALV09898.1	AAS06684.1
OG0001840	ALV09899.1	AAS06685.1
OG0001841	ALV09900.1	AAS06686.1
OG0001842	ALV09904.1	AAS06688.1
OG0001843	ALV09905.1	AAS06689.1
OG0001844	ALV09909.1	AAS06695.1
OG0001845	ALV09910.1	AAS06696.1
OG0001846	ALV09911.1	AAS06697.1
OG0001847	ALV09913.1	AAS06700.1
OG0001848	ALV09914.1	AAS06701.1
OG0001849	ALV09916.1	AAS06702.1
OG0001850	ALV09917.1	AAS06703.1
OG0001851	ALV09918.1	AAS06704.1
OG0001852	ALV09919.1	AAS06705.1
OG0001853	ALV09920.1	AAS06707.1
OG0001854	ALV09921.1	AAS06708.1
OG0001855	ALV09938.1	AAS06724.1
OG0001856	ALV09953.1	AAS06743.1
OG0001857	ALV09954.1	AAS06745.1
OG0001858	ALV12846.1	AAS06751.1
OG0001859	ALV09960.1	AAS06752.1
OG0001860	ALV09961.1	AAS06762.1
OG0001861	ALV09975.1	AAS06765.1
OG0001862	ALV09976.1	AAS06418.1
OG0001863	ALV09982.1	AAS02908.1
OG0001864	ALV09987.1	AAS02913.1
OG0001865	ALV09988.1	AAS02914.1
OG0001866	ALV09989.1	AAS02915.1
OG0001867	ALV09990.1	AAS02916.1
OG0001868	ALV09993.1	AAS02920.1
OG0001869	ALV09997.1	AAS02924.1
OG0001870	ALV09999.1	AAS02926.1
OG0001871	ALV10000.1	AAS02927.1
OG0001872	ALV10002.1	AAS02929.1
OG0001873	ALV10003.1	AAS02930.1
OG0001874	ALV10008.1	AAS02937.1
OG0001875	ALV10011.1	AAS02939.1
OG0001876	ALV10012.1	AAS02941.1
OG0001877	ALV10015.1	AAS02944.1
OG0001878	ALV10022.1	AAS02947.1
OG0001879	ALV12851.1	AAS02948.1
OG0001880	ALV10024.1	AAS02950.1
OG0001881	ALV10027.1	AAS02953.1
OG0001883	ALV10034.1	AAS02959.1
OG0001884	ALV12854.1	AAS02966.1
OG0001885	ALV10041.1	AAS02973.1
OG0001886	ALV12856.1	AAS02977.1
OG0001887	ALV10044.1	AAS02978.1
OG0001888	ALV12857.1	AAS02979.1
OG0001889	ALV10050.1	AAS03533.1
OG0001890	ALV10053.1	AAS02987.1
OG0001891	ALV10055.1	AAS03001.1
OG0001892	ALV10058.1	AAS03005.1
OG0001893	ALV12859.1	AAS03007.1
OG0001894	ALV10063.1	AAS03027.1
OG0001895	ALV12862.1	AAS03098.1
OG0001896	ALV10066.1	AAS03102.1
OG0001897	ALV10067.1	AAS03105.1
OG0001898	ALV10072.1	AAS03119.1
OG0001899	ALV10073.1	AAS03120.1
OG0001900	ALV10074.1	AAS03121.1
OG0001901	ALV10076.1	AAS03123.1
OG0001902	ALV10077.1	AAS03124.1
OG0001903	ALV10078.1	AAS03126.1
OG0001904	ALV10081.1	AAS03128.1
OG0001905	ALV10089.1	AAS03137.1
OG0001906	ALV10090.1	AAS03138.1
OG0001907	ALV10095.1	AAS03143.1
OG0001908	ALV10096.1	AAS03144.1
OG0001909	ALV10103.1	AAS03147.1
OG0001910	ALV10104.1	AAS03148.1
OG0001911	ALV10109.1	AAS03156.1
OG0001912	ALV12869.1	AAS03158.1
OG0001913	ALV10112.1	AAS03160.1
OG0001915	ALV10128.1	AAS03185.1
OG0001916	ALV10131.1	AAS03188.1
OG0001917	ALV12874.1	AAS03192.1
OG0001918	ALV10140.1	AAS03198.1
OG0001919	ALV10143.1	AAS03203.1
OG0001920	ALV12877.1	AAS03207.1
OG0001921	ALV12879.1	AAS03216.1
OG0001922	ALV10155.1	AAS03222.1
OG0001923	ALV10156.1	AAS03223.1
OG0001924	ALV10168.1	AAS03226.1
OG0001925	ALV12881.1	AAS03228.1
OG0001926	ALV10170.1	AAS03229.1
OG0001927	ALV10171.1	AAS03230.1
OG0001928	ALV10172.1	AAS03231.1
OG0001929	ALV10186.1	AAS03238.1
OG0001930	ALV12886.1	AAS03257.1
OG0001932	ALV10195.1	AAS03259.1
OG0001933	ALV10211.1	AAS03302.1
OG0001934	ALV10213.1	AAS03305.1
OG0001935	ALV10214.1	AAS03306.1
OG0001936	ALV10219.1	AAS03312.1
OG0001937	ALV10220.1	AAS03313.1
OG0001938	ALV10222.1	AAS03317.1
OG0001939	ALV10223.1	AAS03315.1
OG0001940	ALV10224.1	AAS03314.1
OG0001941	ALV10225.1	AAS03318.1
OG0001942	ALV10226.1	AAS03319.1
OG0001943	ALV10251.1	AAS03323.1
OG0001944	ALV12892.1	AAS03324.1
OG0001945	ALV10252.1	AAS03325.1
OG0001946	ALV12893.1	AAS02666.1
OG0001947	ALV10253.1	AAS03326.1
OG0001948	ALV10254.1	AAS03327.1
OG0001949	ALV10255.1	AAS03328.1
OG0001950	ALV10256.1	AAS03329.1
OG0001951	ALV10257.1	AAS03330.1
OG0001952	ALV12894.1	AAS03331.1
OG0001953	ALV10258.1	AAS03332.1
OG0001954	ALV10260.1	AAS03333.1
OG0001955	ALV12897.1	AAS03338.1
OG0001956	ALV12898.1	AAS03339.1
OG0001957	ALV10265.1	AAS03341.1
OG0001958	ALV10272.1	AAS05023.1
OG0001959	ALV12899.1	AAS05021.1
OG0001960	ALV10287.1	AAS05011.1
OG0001961	ALV10293.1	AAS05006.1
OG0001962	ALV10303.1	AAS04997.1
OG0001963	ALV10304.1	AAS04992.1
OG0001964	ALV10307.1	AAS04991.1
OG0001965	ALV12901.1	AAS04990.1
OG0001966	ALV10309.1	AAS04989.1
OG0001967	ALV10311.1	AAS04987.1
OG0001968	ALV10312.1	AAS04986.1
OG0001969	ALV10313.1	AAS04984.1
OG0001970	ALV12902.1	AAS04983.1
OG0001971	ALV10314.1	AAS04982.1
OG0001972	ALV12903.1	AAS02614.1
OG0001973	ALV12904.1	AAS02612.1
OG0001974	ALV10319.1	AAS06665.1
OG0001975	ALV10325.1	AAS04960.1
OG0001976	ALV10326.1	AAS04957.1
OG0001977	ALV12907.1	AAS04955.1
OG0001978	ALV10337.1	AAS04949.1
OG0001979	ALV10338.1	AAS05764.1
OG0001980	ALV12908.1	AAS04948.1
OG0001981	ALV10341.1	AAS04945.1
OG0001982	ALV10346.1	AAS04938.1
OG0001983	ALV10347.1	AAS04937.1
OG0001984	ALV10349.1	AAS04935.1
OG0001985	ALV10352.1	AAS04931.1
OG0001986	ALV10361.1	AAS02456.1
OG0001987	ALV12913.1	AAS04911.1
OG0001988	ALV12914.1	AAS04910.1
OG0001989	ALV10368.1	AAS04909.1
OG0001990	ALV10369.1	AAS02487.1
OG0001991	ALV12915.1	AAS04898.1
OG0001992	ALV10381.1	AAS04890.1
OG0001993	ALV10383.1	AAS04888.1
OG0001995	ALV10393.1	AAS04880.1
OG0001996	ALV10394.1	AAS04879.1
OG0001997	ALV10395.1	AAS04878.1
OG0001998	ALV10396.1	AAS04877.1
OG0001999	ALV10405.1	AAS04868.1
OG0002000	ALV10408.1	AAS04866.1
OG0002001	ALV10422.1	AAS04851.1
OG0002002	ALV10425.1	AAS04838.1
OG0002003	ALV10427.1	AAS04836.1
OG0002004	ALV10428.1	AAS04833.1
OG0002005	ALV12924.1	AAS04996.1
OG0002006	ALV10430.1	AAS04827.1
OG0002007	ALV10433.1	AAS04823.1
OG0002008	ALV10436.1	AAS03994.1
OG0002009	ALV10438.1	AAS04818.1
OG0002010	ALV10449.1	AAS04804.1
OG0002011	ALV12928.1	AAS04802.1
OG0002012	ALV10451.1	AAS04800.1
OG0002013	ALV10481.1	AAS04760.1
OG0002014	ALV10486.1	AAS04755.1
OG0002015	ALV10491.1	AAS04751.1
OG0002016	ALV12932.1	AAS04750.1
OG0002017	ALV10492.1	AAS04749.1
OG0002018	ALV10493.1	AAS04748.1
OG0002019	ALV10494.1	AAS04747.1
OG0002020	ALV10509.1	AAS03870.1
OG0002021	ALV10511.1	AAS04731.1
OG0002022	ALV10513.1	AAS04725.1
OG0002023	ALV10515.1	AAS04720.1
OG0002024	ALV10516.1	AAS04711.1
OG0002025	ALV10519.1	AAS03660.1
OG0002027	ALV10527.1	AAS04678.1
OG0002028	ALV10531.1	AAS03430.1
OG0002029	ALV10540.1	AAS03431.1
OG0002030	ALV10543.1	AAS03434.1
OG0002031	ALV10559.1	AAS03445.1
OG0002032	ALV12938.1	AAS03446.1
OG0002033	ALV10563.1	AAS03451.1
OG0002034	ALV10579.1	AAS03473.1
OG0002035	ALV10585.1	AAS03479.1
OG0002036	ALV10586.1	AAS03480.1
OG0002037	ALV10589.1	AAS06361.1
OG0002038	ALV10600.1	AAS03490.1
OG0002039	ALV10603.1	AAS03493.1
OG0002040	ALV12944.1	AAS03497.1
OG0002041	ALV10611.1	AAS03498.1
OG0002042	ALV10630.1	AAS03516.1
OG0002043	ALV10645.1	AAS03532.1
OG0002044	ALV10648.1	AAS03541.1
OG0002045	ALV10670.1	AAS03560.1
OG0002046	ALV10671.1	AAS04803.1
OG0002047	ALV10672.1	AAS03561.1
OG0002048	ALV10681.1	AAS03570.1
OG0002049	ALV10682.1	AAS03571.1
OG0002050	ALV10688.1	AAS03578.1
OG0002051	ALV10699.1	AAS03586.1
OG0002052	ALV12956.1	AAS03590.1
OG0002053	ALV10705.1	AAS03594.1
OG0002054	ALV10712.1	AAS03569.1
OG0002055	ALV10713.1	AAS03609.1
OG0002056	ALV10722.1	AAS03619.1
OG0002057	ALV10732.1	AAS03629.1
OG0002058	ALV10733.1	AAS03630.1
OG0002059	ALV10734.1	AAS03631.1
OG0002060	ALV10735.1	AAS03632.1
OG0002061	ALV10736.1	AAS03633.1
OG0002062	ALV10740.1	AAS03637.1
OG0002063	ALV10745.1	AAS03647.1
OG0002064	ALV10746.1	AAS03653.1
OG0002065	ALV10748.1	AAS03659.1
OG0002066	ALV10775.1	AAS03690.1
OG0002067	ALV10776.1	AAS03691.1
OG0002068	ALV10792.1	AAS03709.1
OG0002069	ALV10796.1	AAS03714.1
OG0002070	ALV12969.1	AAS03715.1
OG0002071	ALV10797.1	AAS03716.1
OG0002072	ALV10807.1	AAS03726.1
OG0002073	ALV12971.1	AAS04018.1
OG0002074	ALV10826.1	AAS04017.1
OG0002075	ALV12972.1	AAS04792.1
OG0002077	ALV10846.1	AAS03649.1
OG0002078	ALV10847.1	AAS03965.1
OG0002079	ALV12977.1	AAS06821.1
OG0002080	ALV10852.1	AAS03164.1
OG0002081	ALV10854.1	AAS04362.1
OG0002082	ALV10856.1	AAS06870.1
OG0002083	ALV10864.1	AAS06085.1
OG0002084	ALV10870.1	AAS03809.1
OG0002085	ALV10873.1	AAS02325.1
OG0002086	ALV10874.1	AAS02326.1
OG0002087	ALV10875.1	AAS03810.1
OG0002088	ALV12982.1	AAS03817.1
OG0002089	ALV10879.1	AAS03820.1
OG0002090	ALV10880.1	AAS03821.1
OG0002091	ALV10906.1	AAS03842.1
OG0002092	ALV10908.1	AAS03845.1
OG0002093	ALV12985.1	AAS03853.1
OG0002094	ALV10915.1	AAS03854.1
OG0002095	ALV10916.1	AAS03855.1
OG0002096	ALV10925.1	AAS04366.1
OG0002097	ALV10933.1	AAS03867.1
OG0002098	ALV10934.1	AAS03868.1
OG0002100	ALV10938.1	AAS03877.1
OG0002101	ALV10948.1	AAS03882.1
OG0002102	ALV10949.1	AAS03884.1
OG0002103	ALV10950.1	AAS03885.1
OG0002104	ALV10954.1	AAS03889.1
OG0002105	ALV10957.1	AAS03893.1
OG0002106	ALV10959.1	AAS03895.1
OG0002107	ALV10960.1	AAS03896.1
OG0002108	ALV10961.1	AAS03898.1
OG0002109	ALV10964.1	AAS03903.1
OG0002110	ALV10965.1	AAS03908.1
OG0002111	ALV10966.1	AAS03909.1
OG0002112	ALV12987.1	AAS03916.1
OG0002113	ALV10969.1	AAS03917.1
OG0002114	ALV10971.1	AAS03922.1
OG0002115	ALV10974.1	AAS03925.1
OG0002116	ALV12989.1	AAS06754.1
OG0002117	ALV10977.1	AAS03929.1
OG0002118	ALV10978.1	AAS03933.1
OG0002119	ALV10979.1	AAS03934.1
OG0002120	ALV10980.1	AAS03935.1
OG0002121	ALV10984.1	AAS03940.1
OG0002122	ALV10985.1	AAS03941.1
OG0002123	ALV10993.1	AAS03985.1
OG0002124	ALV10994.1	AAS03986.1
OG0002125	ALV12993.1	AAS03955.1
OG0002126	ALV11002.1	AAS02389.1
OG0002127	ALV11004.1	AAS05710.1
OG0002128	ALV11006.1	AAS03964.1
OG0002129	ALV11008.1	AAS03966.1
OG0002130	ALV11010.1	AAS03968.1
OG0002131	ALV11012.1	AAS03970.1
OG0002132	ALV11015.1	AAS02893.1
OG0002133	ALV11017.1	AAS02763.1
OG0002134	ALV11031.1	AAS03168.1
OG0002135	ALV12998.1	AAS06630.1
OG0002136	ALV11042.1	AAS02433.1
OG0002137	ALV11044.1	AAS02390.1
OG0002139	ALV11051.1	AAS03997.1
OG0002140	ALV11061.1	AAS04402.1
OG0002141	ALV11069.1	AAS06766.1
OG0002142	ALV11072.1	AAS04399.1
OG0002143	ALV11088.1	AAS06818.1
OG0002144	ALV13003.1	AAS06819.1
OG0002145	ALV11093.1	AAS05101.1
OG0002146	ALV11100.1	AAS04080.1
OG0002147	ALV11101.1	AAS03958.1
OG0002148	ALV11103.1	AAS02548.1
OG0002149	ALV11108.1	AAS04090.1
OG0002150	ALV11109.1	AAS04091.1
OG0002151	ALV11111.1	AAS04097.1
OG0002152	ALV11112.1	AAS04098.1
OG0002153	ALV11113.1	AAS04112.1
OG0002154	ALV13007.1	AAS04114.1
OG0002155	ALV11117.1	AAS04119.1
OG0002156	ALV11119.1	AAS06317.1
OG0002157	ALV11120.1	AAS06318.1
OG0002158	ALV11121.1	AAS06319.1
OG0002160	ALV11124.1	AAS04122.1
OG0002161	ALV11127.1	AAS04127.1
OG0002162	ALV11128.1	AAS04128.1
OG0002163	ALV11129.1	AAS04129.1
OG0002164	ALV11130.1	AAS03321.1
OG0002165	ALV13009.1	AAS04133.1
OG0002166	ALV11138.1	AAS04788.1, AAS03535.1
OG0002167	ALV11139.1	AAS06879.1
OG0002168	ALV11140.1	AAS06880.1
OG0002169	ALV11141.1	AAS04734.1
OG0002170	ALV13010.1	AAS04140.1
OG0002171	ALV11151.1	AAS04142.1
OG0002173	ALV11171.1	AAS04155.1
OG0002174	ALV11176.1	AAS04162.1
OG0002175	ALV11186.1	AAS04178.1
OG0002177	ALV11193.1	AAS04198.1
OG0002178	ALV13017.1	AAS04204.1
OG0002182	ALV11228.1	AAS04235.1
OG0002183	ALV13023.1	AAS04244.1
OG0002184	ALV11236.1	AAS04247.1
OG0002186	ALV11250.1	AAS04262.1
OG0002187	ALV11253.1	AAS04266.1
OG0002188	ALV11264.1	AAS04278.1
OG0002189	ALV11271.1	AAS04291.1
OG0002190	ALV13028.1	AAS04300.1
OG0002191	ALV13029.1	AAS04301.1
OG0002192	ALV11278.1	AAS04302.1
OG0002193	ALV13030.1	AAS04304.1
OG0002194	ALV11280.1	AAS04305.1
OG0002195	ALV11282.1	AAS04308.1
OG0002196	ALV13032.1	AAS04310.1
OG0002197	ALV11290.1	AAS04860.1
OG0002198	ALV13033.1	AAS04319.1
OG0002199	ALV11291.1	AAS04320.1
OG0002200	ALV11292.1	AAS04321.1
OG0002201	ALV11293.1	AAS04322.1
OG0002203	ALV11300.1	AAS04326.1
OG0002204	ALV11301.1	AAS03785.1
OG0002205	ALV11304.1	AAS04332.1
OG0002206	ALV11308.1	AAS04334.1
OG0002208	ALV11318.1	AAS04355.1
OG0002209	ALV11320.1	AAS04358.1
OG0002211	ALV11326.1	AAS04365.1
OG0002212	ALV11327.1	AAS04363.1
OG0002213	ALV11332.1	AAS03979.1
OG0002214	ALV11348.1	AAS04404.1
OG0002215	ALV11349.1	AAS04405.1
OG0002216	ALV11350.1	AAS04406.1
OG0002217	ALV11355.1	AAS04410.1
OG0002218	ALV11357.1	AAS04411.1
OG0002219	ALV11358.1	AAS04412.1
OG0002220	ALV11359.1	AAS04413.1
OG0002221	ALV11361.1	AAS04416.1
OG0002222	ALV11364.1	AAS04420.1
OG0002223	ALV11367.1	AAS04857.1
OG0002224	ALV11377.1	AAS04450.1
OG0002225	ALV11383.1	AAS04457.1
OG0002226	ALV11386.1	AAS04460.1
OG0002228	ALV11388.1	AAS04463.1
OG0002229	ALV11396.1	AAS04481.1
OG0002230	ALV11399.1	AAS04487.1
OG0002231	ALV11400.1	AAS04488.1
OG0002232	ALV11401.1	AAS04490.1
OG0002233	ALV13049.1	AAS04491.1
OG0002234	ALV11403.1	AAS04495.1
OG0002235	ALV11404.1	AAS04514.1
OG0002236	ALV11405.1	AAS04522.1
OG0002237	ALV11407.1	AAS04523.1
OG0002238	ALV11408.1	AAS04524.1
OG0002239	ALV13051.1	AAS04354.1
OG0002240	ALV11420.1	AAS04528.1
OG0002241	ALV11421.1	AAS04529.1
OG0002242	ALV11426.1	AAS04533.1
OG0002243	ALV11428.1	AAS04535.1
OG0002244	ALV13052.1	AAS04536.1
OG0002245	ALV11429.1	AAS04537.1
OG0002246	ALV11437.1	AAS04543.1
OG0002247	ALV11439.1	AAS04557.1
OG0002248	ALV11440.1	AAS04558.1
OG0002249	ALV11446.1	AAS03990.1
OG0002250	ALV11448.1	AAS04562.1
OG0002251	ALV13054.1	AAS04563.1
OG0002252	ALV11452.1	AAS03905.1
OG0002254	ALV11457.1	AAS04565.1
OG0002255	ALV13059.1	AAS04590.1
OG0002256	ALV11471.1	AAS04592.1
OG0002257	ALV13060.1	AAS04593.1
OG0002258	ALV11472.1	AAS04594.1
OG0002259	ALV11473.1	AAS03152.1
OG0002260	ALV11479.1	AAS04600.1
OG0002261	ALV11480.1	AAS04601.1
OG0002262	ALV11486.1	AAS04609.1
OG0002263	ALV11492.1	AAS04613.1
OG0002264	ALV11498.1	AAS04623.1
OG0002265	ALV11507.1	AAS04624.1
OG0002266	ALV11510.1	AAS04627.1
OG0002267	ALV11511.1	AAS04628.1
OG0002268	ALV11512.1	AAS04629.1
OG0002269	ALV11514.1	AAS04631.1
OG0002270	ALV11515.1	AAS06411.1
OG0002271	ALV11518.1	AAS04632.1
OG0002272	ALV11522.1	AAS04636.1
OG0002273	ALV11530.1	AAS05076.1
OG0002274	ALV11531.1	AAS05075.1
OG0002275	ALV11545.1	AAS03416.1
OG0002276	ALV11564.1	AAS03398.1
OG0002277	ALV11569.1	AAS03393.1
OG0002278	ALV11573.1	AAS03388.1
OG0002279	ALV11578.1	AAS03386.1
OG0002280	ALV11580.1	AAS03384.1
OG0002281	ALV11583.1	AAS03378.1
OG0002282	ALV11584.1	AAS03377.1
OG0002283	ALV11586.1	AAS03372.1
OG0002284	ALV11587.1	AAS03371.1
OG0002285	ALV11592.1	AAS03363.1
OG0002286	ALV11605.1	AAS03352.1
OG0002287	ALV11606.1	AAS03351.1
OG0002288	ALV11608.1	AAS03348.1
OG0002289	ALV11625.1	AAS05038.1
OG0002290	ALV11628.1	AAS05040.1
OG0002291	ALV11629.1	AAS05041.1
OG0002292	ALV11631.1	AAS05044.1
OG0002293	ALV11636.1	AAS04692.1
OG0002294	ALV13075.1	AAS05045.1
OG0002295	ALV11637.1	AAS02563.1
OG0002296	ALV11639.1	AAS05049.1
OG0002297	ALV11645.1	AAS05059.1
OG0002298	ALV11655.1	AAS05104.1
OG0002299	ALV11656.1	AAS05105.1
OG0002300	ALV11657.1	AAS05106.1
